# x, y
1.000000000000000000e+01 1.160156250000000000e+01 -1.669153704142445349e-07
0.000000000000000000e+00 7.734375000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 9.960937500000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.226562500000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.437500000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 8.671875000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.210937500000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.812500000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 1.054687500000000000e+01 -1.852266819923897856e-07
0.000000000000000000e+00 7.500000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 7.031250000000000000e-01 -4.893703362540691160e-07
1.000000000000000000e+01 1.382812500000000000e+01 -1.339858215487765847e-07
0.000000000000000000e+00 1.640625000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.359375000000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 2.578125000000000000e+00 -4.066953920300875325e-07
1.000000000000000000e+01 1.992187500000000000e+00 -4.309078462938487064e-07
1.000000000000000000e+01 5.625000000000000000e+00 -3.010721911778091453e-07
1.000000000000000000e+01 5.390625000000000000e+00 -3.081177055719308555e-07
1.000000000000000000e+01 3.515625000000000000e-01 -5.066485186944191810e-07
0.000000000000000000e+00 3.984375000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.042968750000000000e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.277343750000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 6.093750000000000000e+00 -2.874607218927849317e-07
1.000000000000000000e+01 1.007812500000000000e+01 -1.939972804620992974e-07
1.000000000000000000e+01 3.281250000000000000e+00 -3.794295082570897648e-07
0.000000000000000000e+00 4.101562500000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 4.687500000000000000e-01 -5.008223524782806635e-07
1.000000000000000000e+01 8.906250000000000000e+00 -2.177839633077383041e-07
0.000000000000000000e+00 1.101562500000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 1.453125000000000000e+01 -1.250030834398785373e-07
1.000000000000000000e+01 7.148437500000000000e+00 -2.590426504411880160e-07
1.000000000000000000e+01 8.203125000000000000e+00 -2.334339797016582452e-07
0.000000000000000000e+00 7.265625000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.031250000000000000e+01 0.000000000000000000e+00
0.000000000000000000e+00 9.492187500000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 5.742187500000000000e+00 -2.976100290652539115e-07
0.000000000000000000e+00 1.312500000000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 4.218750000000000000e+00 -3.458970923020388000e-07
0.000000000000000000e+00 1.148437500000000000e+01 0.000000000000000000e+00
0.000000000000000000e+00 5.156250000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.335937500000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 1.230468750000000000e+01 -1.557249333927757107e-07
1.000000000000000000e+01 1.183593750000000000e+01 -1.630986190548355808e-07
0.000000000000000000e+00 2.109375000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 1.289062500000000000e+01 -1.469748553972749505e-07
1.000000000000000000e+01 1.875000000000000000e+00 -4.359206400295079220e-07
0.000000000000000000e+00 3.750000000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 6.679687500000000000e+00 -2.713084654715203214e-07
1.000000000000000000e+01 2.929687500000000000e+00 -3.928259388885635417e-07
0.000000000000000000e+00 1.078125000000000000e+01 0.000000000000000000e+00
0.000000000000000000e+00 1.089843750000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 4.921875000000000000e+00 -3.227072795652929926e-07
1.000000000000000000e+01 9.375000000000000000e-01 -4.781801976605493110e-07
0.000000000000000000e+00 2.343750000000000000e-01 0.000000000000000000e+00
0.000000000000000000e+00 9.375000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.218750000000000000e+01 0.000000000000000000e+00
0.000000000000000000e+00 4.804687500000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.523437500000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 1.054687500000000000e+00 -4.726815063804679085e-07
1.000000000000000000e+01 9.140625000000000000e+00 -2.128040250681806356e-07
0.000000000000000000e+00 5.859375000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.335937500000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 1.136718750000000000e+01 -1.708214227846838185e-07
0.000000000000000000e+00 7.031250000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.406250000000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 6.562500000000000000e+00 -2.744646678820572561e-07
1.000000000000000000e+01 1.429687500000000000e+01 -1.279283310395840090e-07
0.000000000000000000e+00 7.851562500000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.171875000000000000e-01 0.000000000000000000e+00
1.000000000000000000e+01 8.554687500000000000e+00 -2.254732294204586651e-07
1.000000000000000000e+01 1.195312500000000000e+01 -1.612231130820873659e-07
0.000000000000000000e+00 9.609375000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 8.085937500000000000e+00 -2.361495461400409113e-07
1.000000000000000000e+01 1.125000000000000000e+01 -1.728086260754935211e-07
1.000000000000000000e+01 1.476562500000000000e+01 -1.221447121224628063e-07
1.000000000000000000e+01 6.796875000000000000e+00 -2.681886144273448735e-07
0.000000000000000000e+00 4.453125000000000000e+00 0.000000000000000000e+00
1.000000000000000000e+01 9.023437500000000000e+00 -2.152795843812782550e-07
0.000000000000000000e+00 1.371093750000000000e+01 0.000000000000000000e+00
1.000000000000000000e+01 7.968750000000000000e+00 -2.388966606758913258e-07
1.000000000000000000e+01 1.171875000000000000e+01 -1.649959671112810611e-07
