# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.044147834181785583e-01 1.549928903579711914e+00 2.521226501464843750e+01 6.064487155526876450e-03 7.681159973144531250e-01 2.568224906921386719e+01
5.000000000000000000e+02 2.210157811641693115e-01 2.297824144363403320e+00 4.743173122406005859e+00 2.000660300254821777e-01 1.245619177818298340e+00 2.624749660491943359e+00
1.000000000000000000e+03 5.338589549064636230e-01 1.621308803558349609e+00 3.266374111175537109e+00 3.922517001628875732e-01 4.995042681694030762e-01 2.516122817993164062e+00
1.500000000000000000e+03 5.461407899856567383e-01 8.629509210586547852e-01 2.745367765426635742e+00 2.809101939201354980e-01 2.088077366352081299e-01 1.463225841522216797e+00
2.000000000000000000e+03 4.693133533000946045e-01 1.308128714561462402e+00 2.273141384124755859e+00 2.315397709608078003e-01 3.157630264759063721e-01 1.107705354690551758e+00
2.500000000000000000e+03 5.000760555267333984e-01 1.135198473930358887e+00 2.050645112991333008e+00 2.354501336812973022e-01 3.007940351963043213e-01 9.853123426437377930e-01
3.000000000000000000e+03 4.966929256916046143e-01 1.424695849418640137e+00 2.427186489105224609e+00 2.098743766546249390e-01 2.866715788841247559e-01 7.922302484512329102e-01
3.500000000000000000e+03 4.338999390602111816e-01 1.035145998001098633e+00 2.037153005599975586e+00 2.138845622539520264e-01 2.714292109012603760e-01 7.724517583847045898e-01
4.000000000000000000e+03 5.324307084083557129e-01 1.223358869552612305e+00 1.702790498733520508e+00 2.255467027425765991e-01 2.585513293743133545e-01 7.091039419174194336e-01
4.500000000000000000e+03 4.430564343929290771e-01 1.076966285705566406e+00 1.548174381256103516e+00 2.200645506381988525e-01 2.184199094772338867e-01 6.575864553451538086e-01
5.000000000000000000e+03 4.393385946750640869e-01 9.645445942878723145e-01 1.583128213882446289e+00 2.349993139505386353e-01 1.967570334672927856e-01 5.281514525413513184e-01
5.500000000000000000e+03 5.597342252731323242e-01 9.704415798187255859e-01 1.716008901596069336e+00 2.301195561885833740e-01 1.782172620296478271e-01 5.015792250633239746e-01
6.000000000000000000e+03 5.336593389511108398e-01 8.718853592872619629e-01 1.607771277427673340e+00 2.354288250207901001e-01 1.650095134973526001e-01 4.553219079971313477e-01
6.500000000000000000e+03 4.675460159778594971e-01 9.696861505508422852e-01 1.394279599189758301e+00 2.440215498208999634e-01 1.511647850275039673e-01 4.344095885753631592e-01
7.000000000000000000e+03 5.313604474067687988e-01 1.102634310722351074e+00 1.388498187065124512e+00 2.306539416313171387e-01 1.506474614143371582e-01 4.113983511924743652e-01
7.500000000000000000e+03 4.930185079574584961e-01 8.643789887428283691e-01 1.431709170341491699e+00 2.374753504991531372e-01 1.258165389299392700e-01 3.864205181598663330e-01
8.000000000000000000e+03 4.946746230125427246e-01 9.592418074607849121e-01 1.299563884735107422e+00 2.285847514867782593e-01 1.264287829399108887e-01 3.908769190311431885e-01
8.500000000000000000e+03 4.573632180690765381e-01 8.145835399627685547e-01 1.758533120155334473e+00 2.321455627679824829e-01 1.065018102526664734e-01 3.544366061687469482e-01
9.000000000000000000e+03 4.599435031414031982e-01 1.272844552993774414e+00 1.087939500808715820e+00 2.372964769601821899e-01 1.275948286056518555e-01 3.734576404094696045e-01
9.500000000000000000e+03 4.220203459262847900e-01 9.843717813491821289e-01 1.331421852111816406e+00 2.305979728698730469e-01 1.283877193927764893e-01 3.837028443813323975e-01
1.000000000000000000e+04 3.661020398139953613e-01 1.078508734703063965e+00 1.630662560462951660e+00 2.191868126392364502e-01 1.269815415143966675e-01 3.460511267185211182e-01
1.050000000000000000e+04 4.478597640991210938e-01 8.339318037033081055e-01 1.217276692390441895e+00 2.236219048500061035e-01 1.185873597860336304e-01 3.470197319984436035e-01
1.100000000000000000e+04 5.418737530708312988e-01 8.344250321388244629e-01 1.123702287673950195e+00 2.253218591213226318e-01 1.162572577595710754e-01 3.562131524085998535e-01
1.150000000000000000e+04 4.185900390148162842e-01 8.893219828605651855e-01 1.549738049507141113e+00 2.166966795921325684e-01 1.152168065309524536e-01 3.559063076972961426e-01
1.200000000000000000e+04 4.534991383552551270e-01 9.209937453269958496e-01 1.374311566352844238e+00 2.192985266447067261e-01 1.298763751983642578e-01 3.782899379730224609e-01
1.250000000000000000e+04 4.586335718631744385e-01 1.012836456298828125e+00 1.438710808753967285e+00 2.150905281305313110e-01 1.123151332139968872e-01 3.288256824016571045e-01
1.300000000000000000e+04 4.219605028629302979e-01 7.394112348556518555e-01 1.414978027343750000e+00 2.308982014656066895e-01 1.079267188906669617e-01 3.746776878833770752e-01
1.350000000000000000e+04 4.350956082344055176e-01 9.041547179222106934e-01 1.762199521064758301e+00 2.168263047933578491e-01 1.131476983428001404e-01 3.369536101818084717e-01
1.400000000000000000e+04 5.041757225990295410e-01 7.602841854095458984e-01 1.323646545410156250e+00 2.085988670587539673e-01 1.023964807391166687e-01 3.503284752368927002e-01
1.450000000000000000e+04 3.677422702312469482e-01 1.256954312324523926e+00 1.133404135704040527e+00 2.099169939756393433e-01 1.194241940975189209e-01 4.036988914012908936e-01
1.500000000000000000e+04 3.771250844001770020e-01 7.324038743972778320e-01 1.141488552093505859e+00 2.031711339950561523e-01 9.828462451696395874e-02 3.561719059944152832e-01
1.550000000000000000e+04 5.388615727424621582e-01 8.529627323150634766e-01 1.048086643218994141e+00 2.100020498037338257e-01 1.041422113776206970e-01 3.092634975910186768e-01
1.600000000000000000e+04 3.813405334949493408e-01 7.844188213348388672e-01 1.303089261054992676e+00 2.126932144165039062e-01 9.132567048072814941e-02 3.126960694789886475e-01
1.650000000000000000e+04 3.763020336627960205e-01 8.787280321121215820e-01 1.195897579193115234e+00 2.050177752971649170e-01 1.037492752075195312e-01 3.173832893371582031e-01
1.700000000000000000e+04 4.548089504241943359e-01 8.430862426757812500e-01 1.486468553543090820e+00 2.186333537101745605e-01 9.842279553413391113e-02 3.181470930576324463e-01
1.750000000000000000e+04 4.565141797065734863e-01 9.633834362030029297e-01 1.582426428794860840e+00 2.134361267089843750e-01 8.187638968229293823e-02 3.212776184082031250e-01
1.800000000000000000e+04 3.809209167957305908e-01 9.159259200096130371e-01 1.419716835021972656e+00 1.957976222038269043e-01 9.369323402643203735e-02 3.318917751312255859e-01
1.850000000000000000e+04 5.227969288825988770e-01 7.664191722869873047e-01 1.509858250617980957e+00 1.968829333782196045e-01 9.265569597482681274e-02 3.351572453975677490e-01
1.900000000000000000e+04 4.351676404476165771e-01 9.585742354393005371e-01 1.355619072914123535e+00 2.197088599205017090e-01 9.195543080568313599e-02 3.178233504295349121e-01
